SLpM,TD_Def,Sub_Avg,style,fighter_name,Height,Weight,Reach,Stance,DOB,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc
1.36,0.0,0.5,4,Antonio Braga Neto,"6' 3""",185 lbs.,"77""",Orthodox,"Oct 29, 1987",0.33,3.92,0.45,3.07,0.37
2.76,0.0,0.9,4,Journey Newson,"5' 5""",135 lbs.,"67""",Orthodox,"Mar 07, 1989",0.32,2.76,0.65,0.0,0.0
2.23,0.71,0.5,4,Francis Ngannou,"6' 4""",250 lbs.,"83""",Orthodox,"Sep 05, 1986",0.37,2.03,0.47,0.0,0.0
3.51,0.63,1.0,0,Ben Nguyen,"5' 5""",125 lbs.,"65""",Switch,"Aug 03, 1988",0.4,3.01,0.59,0.25,0.33
4.12,0.5,0.5,0,Alex Nicholson,"6' 4""",185 lbs.,"77""",Orthodox,"May 02, 1990",0.43,4.65,0.47,0.0,0.0
3.83,1.0,1.6,0,Matheus Nicolau Pereira,"5' 6""",125 lbs.,"66""",Orthodox,"Jan 06, 1993",0.51,2.43,0.7,1.9,0.66
1.91,0.33,0.5,4,Tom Niinimaki,"5' 9""",145 lbs.,"69""",Orthodox,"Jul 25, 1982",0.54,2.31,0.58,2.97,0.46
3.05,0.55,1.1,0,Ramsey Nijem,"5' 11""",155 lbs.,"75""",Orthodox,"Apr 01, 1988",0.44,1.62,0.62,5.32,0.62
2.66,0.62,0.3,4,Guangyou Ning,"5' 4""",145 lbs.,"64""",Southpaw,"Dec 15, 1981",0.41,1.91,0.61,1.09,0.5
3.94,0.53,0.2,0,Anthony Njokuani,"6' 1""",155 lbs.,"75""",Orthodox,"Mar 01, 1980",0.46,2.41,0.65,0.5,0.45
1.95,0.36,2.4,1,Antonio Rodrigo Nogueira,"6' 3""",240 lbs.,"77""",Orthodox,"Jun 02, 1976",0.42,2.4,0.55,1.3,0.29
2.43,0.62,0.8,4,Rogerio Nogueira,"6' 2""",205 lbs.,"75""",Southpaw,"Jun 02, 1976",0.35,2.34,0.59,0.64,0.44
3.23,0.66,0.8,0,Kyle Noke,"6' 1""",170 lbs.,"76""",Southpaw,"Mar 18, 1980",0.5,2.09,0.64,1.53,0.54
3.68,0.68,0.0,0,KJ Noons,"5' 10""",155 lbs.,"70""",Orthodox,"Dec 07, 1982",0.35,3.78,0.65,0.08,0.2
3.58,0.41,0.6,0,Sage Northcutt,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 01, 1996",0.52,1.96,0.58,1.81,0.34
1.79,0.44,0.7,4,Phillipe Nover,"5' 9""",145 lbs.,"72""",Orthodox,"Feb 03, 1984",0.35,2.48,0.56,0.99,0.28
2.72,0.65,0.6,4,Diego Nunes,"5' 6""",145 lbs.,"67""",Orthodox,"Nov 30, 1982",0.43,2.59,0.58,1.18,0.44
4.44,0.84,0.7,0,Amanda Nunes,"5' 8""",145 lbs.,"69""",Orthodox,"May 30, 1988",0.51,2.47,0.57,2.53,0.53
4.1,0.84,0.8,0,Khabib Nurmagomedov,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 20, 1988",0.48,1.75,0.65,5.32,0.48
4.65,0.71,0.0,5,Said Nurmagomedov,"5' 8""",135 lbs.,"70""",Orthodox,"Apr 05, 1992",0.46,2.37,0.6,0.45,0.07
1.41,0.0,0.0,4,Abubakar Nurmagomedov,"5' 11""",170 lbs.,"72""",Orthodox,"Nov 13, 1989",0.44,0.71,0.81,5.29,1.0
4.57,0.78,0.0,5,Kennedy Nzechukwu,"6' 5""",205 lbs.,"83""",Southpaw,"Jun 13, 1992",0.39,3.69,0.55,0.0,0.0
1.31,0.25,0.2,4,Jake O'Brien,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 25, 1984",0.31,1.92,0.69,6.39,0.54
5.46,0.3,0.5,5,Sean O'Connell,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 02, 1983",0.48,6.77,0.45,0.0,0.0
6.35,0.61,1.1,5,Sean O'Malley,"5' 11""",135 lbs.,"72""",Switch,"Oct 24, 1994",0.57,3.76,0.64,1.05,0.5
1.9,0.36,0.6,4,Brendan O'Reilly,"5' 7""",170 lbs.,"69""",Orthodox,"Jun 24, 1987",0.47,2.77,0.39,2.22,0.43
1.73,0.63,0.0,4,Christian Ocon,"5' 8""",135 lbs.,"69""",Orthodox,"Feb 05, 1996",0.53,5.27,0.34,0.0,0.0
5.03,0.8,0.0,5,Volkan Oezdemir,"6' 2""",205 lbs.,"75""",Orthodox,"Sep 19, 1989",0.45,4.24,0.55,0.36,0.2
2.24,0.58,0.0,4,Andy Ogle,"5' 8""",145 lbs.,"69""",Orthodox,"Feb 16, 1989",0.44,2.23,0.5,1.44,0.26
2.06,0.84,0.5,4,Yushin Okami,"6' 2""",170 lbs.,"75""",Southpaw,"Jul 21, 1981",0.38,2.25,0.6,1.98,0.39
6.93,1.0,0.0,5,JJ Okanovich,"5' 11""",155 lbs.,"76""",Orthodox,"Nov 04, 1990",0.55,5.27,0.5,0.0,0.0
3.5,0.33,2.4,1,Aleksei Oleinik,"6' 2""",240 lbs.,"80""",Orthodox,"Jun 20, 1977",0.5,3.52,0.44,2.43,0.48
4.83,0.35,0.0,5,Michal Oleksiejczuk,"6' 0""",205 lbs.,"74""",Southpaw,"Feb 22, 1995",0.56,2.91,0.69,1.05,0.66
2.19,0.11,1.6,1,Rafaello Oliveira,"5' 8""",155 lbs.,"71""",Orthodox,"Jan 26, 1982",0.33,3.38,0.59,2.49,0.36
3.22,0.57,2.8,1,Charles Oliveira,"5' 10""",155 lbs.,"74""",Orthodox,"Oct 17, 1989",0.52,2.94,0.54,2.64,0.44
2.87,0.63,0.6,0,Alex Oliveira,"5' 11""",170 lbs.,"76""",Orthodox,"Feb 21, 1988",0.5,2.18,0.48,2.41,0.37
3.44,0.0,0.0,0,Bruno Oliveira,"6' 4""",205 lbs.,"80""",Orthodox,"May 02, 1984",0.33,4.92,0.54,0.0,0.0
3.13,1.0,1.0,0,Cameron Olson,"6' 1""",205 lbs.,"75""",Orthodox,"Nov 22, 1989",0.47,2.2,0.57,3.0,0.42
3.09,0.68,0.1,0,Daniel Omielanczuk,"6' 0""",247 lbs.,"74""",Southpaw,"Aug 31, 1982",0.57,3.29,0.47,0.56,0.26
2.01,0.49,1.5,4,Michihiro Omigawa,"5' 6""",145 lbs.,"68""",Orthodox,"Dec 19, 1975",0.39,3.06,0.64,1.19,0.36
0.33,0.0,0.0,4,Charlie Ontiveros,"6' 2""",185 lbs.,"78""",Switch,"Jul 04, 1991",0.4,4.18,0.19,0.0,0.0
4.29,0.56,1.1,0,Brian Ortega,"5' 8""",145 lbs.,"69""",Switch,"Feb 21, 1991",0.38,6.28,0.52,0.8,0.21
2.59,0.54,0.6,4,Tito Ortiz,"6' 3""",205 lbs.,"74""",Orthodox,"Jan 23, 1975",0.46,2.88,0.6,2.47,0.35
2.94,0.52,0.1,0,Dustin Ortiz,"5' 5""",125 lbs.,"65""",Orthodox,"Dec 25, 1988",0.44,2.17,0.56,3.01,0.36
2.34,0.68,0.7,4,Kenji Osawa,"5' 7""",135 lbs.,"66""",Orthodox,"Nov 04, 1976",0.35,2.14,0.63,0.91,0.58
3.88,0.66,2.0,0,Ode Osbourne,"5' 7""",135 lbs.,"73""",Southpaw,"Jan 09, 1992",0.51,2.95,0.43,2.01,1.0
2.83,0.71,1.0,0,Nick Osipczak,"6' 2""",170 lbs.,"76""",Orthodox,"Dec 30, 1984",0.5,3.77,0.5,1.2,0.45
2.54,0.66,0.8,4,Rachael Ostovich,"5' 3""",125 lbs.,"62""",Orthodox,"Feb 25, 1991",0.43,3.97,0.57,2.03,0.83
2.63,0.57,0.4,4,Zak Ottow,"5' 11""",170 lbs.,"72""",Orthodox,"Dec 22, 1986",0.36,2.73,0.58,0.97,0.29
0.13,0.0,3.0,1,Sidney Outlaw,"5' 8""",170 lbs.,"74""",Orthodox,"Apr 11, 1992",0.33,0.8,0.71,3.0,0.75
3.71,0.73,0.8,0,Alistair Overeem,"6' 4""",265 lbs.,"80""",Orthodox,"May 17, 1980",0.64,2.33,0.58,1.44,0.56
3.81,0.75,0.0,0,Alptekin Ozkilic,"5' 5""",125 lbs.,"65""",Orthodox,"Mar 27, 1986",0.32,5.72,0.59,4.21,0.58
1.48,0.54,0.5,4,Nick Pace,"5' 7""",135 lbs.,"68""",Orthodox,"Apr 17, 1987",0.34,3.14,0.57,2.52,0.43
2.57,1.0,1.5,4,Teemu Packalen,"6' 1""",155 lbs.,"75""",Orthodox,"May 22, 1987",0.54,3.91,0.47,2.31,0.25
2.05,0.23,0.9,4,Damacio Page,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 30, 1982",0.38,2.47,0.51,2.63,0.64
1.65,0.55,2.6,1,Dustin Pague,"5' 9""",135 lbs.,"74""",Orthodox,"Aug 05, 1987",0.53,2.96,0.41,1.03,0.44
4.46,0.8,0.3,5,Raulian Paiva,"5' 8""",125 lbs.,"69""",Orthodox,"Oct 17, 1995",0.43,4.89,0.51,0.26,0.2
2.6,0.81,0.0,4,Dinis Paiva Jr.,"5' 9""",145 lbs.,"71""",Southpaw,"May 26, 1988",0.41,2.73,0.67,0.0,0.0
1.71,0.1,2.2,1,Fredson Paixao,"5' 6""",145 lbs.,"66""",Orthodox,"May 13, 1979",0.54,2.31,0.62,0.62,0.11
2.67,0.53,0.5,4,Bart Palaszewski,"5' 9""",145 lbs.,"70""",Orthodox,"May 30, 1983",0.32,3.97,0.57,0.65,0.31
9.78,0.88,0.0,2,Sasha Palatnikov,"6' 1""",170 lbs.,"72""",Switch,"Mar 15, 1989",0.52,7.74,0.51,1.17,1.0
2.47,0.66,0.0,4,Soa Palelei,"6' 4""",265 lbs.,"81""",Orthodox,"Jul 12, 1977",0.57,2.68,0.48,2.2,0.47
1.75,0.0,4.1,1,Rousimar Palhares,"5' 8""",170 lbs.,"71""",Orthodox,"Feb 26, 1980",0.51,2.04,0.59,3.93,0.45
4.2,0.67,1.1,0,Alexandre Pantoja,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 16, 1990",0.47,3.41,0.54,1.08,0.36
3.33,0.5,0.0,0,Jared Papazian,"5' 8""",135 lbs.,"67""",Southpaw,"Feb 01, 1988",0.39,3.81,0.44,0.0,0.0
7.46,0.66,0.7,2,Josh Parisian,"6' 4""",265 lbs.,"79""",Orthodox,"Jun 28, 1989",0.51,7.51,0.42,0.0,0.0
2.49,0.59,1.0,4,Karo Parisyan,"5' 10""",170 lbs.,"72""",Orthodox,"Aug 28, 1982",0.41,2.19,0.58,5.27,0.59
4.24,0.45,0.0,0,Junyong Park,"5' 10""",185 lbs.,"73""",Orthodox,"Feb 27, 1991",0.47,2.9,0.59,3.4,0.64
3.77,0.0,0.0,0,Harvey Park,"6' 0""",155 lbs.,"70""",Orthodox,"Mar 22, 1986",0.5,7.21,0.33,0.0,0.0
3.06,0.77,0.0,0,Norman Parke,"5' 11""",155 lbs.,"70""",Southpaw,"Dec 22, 1986",0.35,2.88,0.64,1.98,0.26
2.88,0.0,0.0,0,Jhonoven Pati,"6' 1""",185 lbs.,"75""",Switch,"Aug 29, 1990",0.53,6.13,0.33,2.7,1.0
1.8,0.84,1.7,1,Claude Patrick,"5' 11""",170 lbs.,"75""",Orthodox,"Jun 14, 1980",0.55,0.89,0.69,2.32,0.53
1.79,0.5,0.3,4,Alan Patrick,"5' 11""",155 lbs.,"74""",Southpaw,"Jul 19, 1983",0.4,2.64,0.43,3.48,0.38
6.55,0.5,0.0,5,Sergei Pavlovich,"6' 3""",257 lbs.,"84""",Southpaw,"May 13, 1992",0.52,4.59,0.44,0.0,0.0
1.67,0.7,0.0,4,Pawel Pawlak,"6' 0""",170 lbs.,"73""",Orthodox,"Feb 08, 1989",0.33,2.22,0.53,1.0,0.37
8.8,0.75,0.7,2,Jonathan Pearce,"6' 0""",145 lbs.,"71""",Switch,"May 01, 1992",0.55,6.65,0.46,5.91,0.6
3.68,0.75,0.0,0,Ross Pearson,"5' 8""",155 lbs.,"69""",Orthodox,"Sep 26, 1984",0.4,4.09,0.62,0.74,0.35
4.17,0.0,0.0,0,Carlo Pedersoli Jr.,"5' 11""",170 lbs.,"75""",Southpaw,"Jun 08, 1993",0.37,4.12,0.61,2.91,0.44
2.7,0.52,1.5,4,Tyson Pedro,"6' 3""",205 lbs.,"79""",Orthodox,"Sep 17, 1991",0.62,2.55,0.48,0.74,0.25
2.45,0.69,0.8,4,Kurt Pellegrino,"5' 8""",155 lbs.,"70""",Orthodox,"May 07, 1979",0.43,1.94,0.63,2.9,0.54
2.8,0.28,0.8,4,Julianna Pena,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 19, 1989",0.47,1.73,0.51,2.73,0.51
3.26,0.45,1.4,0,Luis Pena,"6' 3""",155 lbs.,"75""",Southpaw,"Jul 05, 1993",0.47,2.74,0.5,1.37,0.33
2.49,0.83,0.4,4,Cathal Pendred,"6' 1""",170 lbs.,"75""",Orthodox,"Sep 02, 1987",0.44,3.01,0.55,2.46,0.23
2.76,0.74,0.5,4,BJ Penn,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 13, 1978",0.48,3.2,0.56,1.19,0.55
2.46,0.2,0.6,4,Jessica Penne,"5' 5""",115 lbs.,"67""",Orthodox,"Jan 30, 1983",0.33,4.73,0.48,1.58,0.25
3.62,0.65,0.7,0,Raquel Pennington,"5' 7""",135 lbs.,"67""",Orthodox,"Sep 05, 1988",0.48,3.2,0.63,1.12,0.28
2.32,0.35,1.5,4,Godofredo Pepey,"5' 7""",145 lbs.,"73""",Orthodox,"Jul 02, 1987",0.38,3.23,0.47,0.37,0.07
3.76,0.65,0.0,0,Robert Peralta,"5' 8""",145 lbs.,"71""",Orthodox,"Mar 14, 1986",0.44,2.97,0.53,0.59,0.66
2.7,0.28,0.2,4,Viviane Pereira,"5' 1""",115 lbs.,"63""",Orthodox,"Aug 28, 1993",0.3,4.48,0.58,0.25,1.0
3.74,1.0,0.5,0,Michel Pereira,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 06, 1993",0.54,2.84,0.58,1.76,0.7
3.16,0.69,0.2,0,Erik Perez,"5' 8""",135 lbs.,"68""",Orthodox,"Nov 19, 1989",0.4,2.09,0.66,3.16,0.55
3.52,0.73,0.1,0,Alejandro Perez,"5' 6""",145 lbs.,"67""",Orthodox,"Sep 02, 1989",0.35,2.94,0.64,0.52,0.2
1.64,0.5,0.3,4,Frankie Perez,"5' 11""",155 lbs.,"73""",Orthodox,"May 11, 1989",0.41,2.17,0.54,1.75,0.41
4.62,0.87,1.3,5,Alex Perez,"5' 6""",125 lbs.,"65""",Orthodox,"Mar 21, 1992",0.47,3.08,0.61,2.92,0.45
2.83,0.8,1.0,0,Markus Perez,"6' 1""",185 lbs.,"73""",Orthodox,"Jun 22, 1988",0.46,4.17,0.52,1.02,0.26
2.27,0.33,1.1,4,Anthony Perosh,"6' 3""",205 lbs.,"75""",Orthodox,"Oct 05, 1972",0.43,3.77,0.53,2.03,0.22
2.87,0.8,0.0,0,Jay Perrin,"5' 7""",135 lbs.,"69""",Switch,"Jun 15, 1993",0.44,2.6,0.47,4.0,0.8
4.35,0.77,0.2,0,Mike Perry,"5' 10""",170 lbs.,"71""",Orthodox,"Sep 15, 1991",0.47,4.82,0.54,0.69,0.38
2.16,1.0,0.0,4,Raphael Pessoa,"6' 3""",262 lbs.,"78""",Orthodox,"Mar 09, 1989",0.26,3.43,0.42,0.0,0.0
1.58,1.0,0.0,4,Viktor Pesta,"6' 3""",240 lbs.,"77""",Orthodox,"Jul 15, 1990",0.36,2.54,0.56,3.29,0.28
4.65,0.75,0.4,5,Steven Peterson,"5' 10""",145 lbs.,"70""",Orthodox,"May 29, 1990",0.35,5.89,0.56,2.02,0.28
2.17,0.47,2.3,1,Seth Petruzelli,"6' 0""",205 lbs.,"76""",Orthodox,"Dec 03, 1979",0.41,2.08,0.55,0.46,0.5
2.61,0.0,0.0,4,Peter Petties,"5' 11""",145 lbs.,"72""",Southpaw,"Dec 20, 1990",0.29,8.24,0.48,0.0,0.0
3.05,0.6,1.1,0,Anthony Pettis,"5' 10""",155 lbs.,"72""",Orthodox,"Jan 27, 1987",0.47,3.44,0.54,0.61,0.5
3.88,0.67,0.4,0,Sergio Pettis,"5' 6""",125 lbs.,"69""",Orthodox,"Aug 18, 1993",0.37,2.91,0.65,0.85,0.4
2.27,0.66,0.0,4,Forrest Petz,"5' 9""",170 lbs.,"71""",Orthodox,"Sep 22, 1975",0.29,2.2,0.57,1.3,1.0
1.41,0.0,0.0,4,Cody Pfister,"5' 10""",155 lbs.,"73""",Orthodox,"Jul 12, 1990",0.25,2.8,0.51,2.82,0.3
4.52,0.6,0.2,5,Nam Phan,"5' 6""",135 lbs.,"70""",Orthodox,"Mar 13, 1983",0.37,6.55,0.59,0.18,0.18
2.19,0.65,0.3,4,Constantinos Philippou,"5' 11""",185 lbs.,"73""",Orthodox,"Nov 29, 1979",0.35,2.73,0.54,0.4,0.42
1.65,0.44,0.4,4,Aaron Phillips,"5' 9""",135 lbs.,"71""",Southpaw,"Aug 05, 1989",0.56,3.44,0.39,0.0,0.0
2.6,0.53,0.2,4,Elizabeth Phillips,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 20, 1986",0.33,3.07,0.58,0.75,0.25
1.72,0.07,0.0,4,John Phillips,"5' 11""",185 lbs.,"75""",Southpaw,"Jun 09, 1985",0.34,4.03,0.49,0.0,0.0
6.28,0.71,0.7,5,Kyler Phillips,"5' 8""",135 lbs.,"72""",Orthodox,"Jun 12, 1995",0.49,2.05,0.66,2.79,0.66
3.2,0.2,0.3,0,Vinc Pichel,"5' 10""",155 lbs.,"72""",Orthodox,"Nov 23, 1982",0.46,2.28,0.56,3.83,0.6
3.02,0.58,0.4,0,Brad Pickett,"5' 6""",135 lbs.,"68""",Orthodox,"Sep 24, 1978",0.31,4.63,0.55,2.47,0.44
2.84,0.37,0.4,0,Jamie Pickett,"6' 2""",185 lbs.,"80""",Orthodox,"Aug 29, 1988",0.55,4.84,0.46,1.48,0.4
3.3,0.38,1.5,0,Oskar Piechota,"6' 0""",185 lbs.,"76""",Southpaw,"Jan 24, 1990",0.52,3.93,0.51,0.61,0.4
2.62,0.71,0.2,4,Mike Pierce,"5' 8""",170 lbs.,"71""",Orthodox,"Sep 01, 1980",0.42,2.36,0.62,3.08,0.42
3.84,0.66,0.4,0,Sean Pierson,"6' 0""",170 lbs.,"76""",Southpaw,"Mar 10, 1976",0.39,3.73,0.64,0.39,0.18
2.04,0.75,1.3,4,Domingo Pilarte,"6' 0""",135 lbs.,"73""",Southpaw,"Jan 05, 1990",0.5,3.69,0.42,2.0,0.42
3.41,0.44,1.8,0,Daniel Pineda,"5' 7""",145 lbs.,"69""",Orthodox,"Aug 06, 1985",0.49,2.72,0.44,1.55,0.29
2.36,0.56,1.0,4,Pingyuan Liu,"5' 6""",135 lbs.,"72""",Orthodox,"Feb 13, 1993",0.33,2.99,0.54,0.25,0.2
3.57,0.0,0.0,0,Luana Pinheiro,"5' 2""",115 lbs.,"62""",Orthodox,"Nov 18, 1992",0.4,1.43,0.78,0.0,0.0
4.87,0.5,0.4,5,Maki Pitolo,"5' 10""",185 lbs.,"75""",Orthodox,"Nov 24, 1990",0.43,4.0,0.55,1.45,0.66
3.27,1.0,0.0,0,Jamal Pogues,"6' 3""",205 lbs.,"77""",Orthodox,"Dec 01, 1995",0.74,3.07,0.56,7.0,0.63
5.57,0.6,1.3,5,Dustin Poirier,"5' 9""",155 lbs.,"72""",Southpaw,"Jan 19, 1989",0.5,4.18,0.54,1.46,0.35
2.25,0.51,0.2,4,Igor Pokrajac,"6' 0""",205 lbs.,"74""",Orthodox,"Jan 02, 1979",0.45,4.26,0.4,0.87,0.29
4.27,0.6,0.0,0,Santiago Ponzinibbio,"6' 0""",170 lbs.,"73""",Orthodox,"Sep 26, 1986",0.39,4.02,0.64,0.54,0.44
3.63,0.45,0.0,0,Grigory Popov,"5' 7""",135 lbs.,"68""",Switch,"Apr 18, 1984",0.37,4.2,0.55,0.0,0.0
7.69,0.0,1.1,2,Parker Porter,"6' 0""",265 lbs.,"75""",Orthodox,"Apr 22, 1985",0.49,7.36,0.52,1.65,0.6
3.18,1.0,0.0,0,Callan Potter,"6' 0""",170 lbs.,"72""",Orthodox,"Jun 09, 1984",0.5,4.72,0.58,3.29,0.66
0.85,0.33,2.3,1,Ruan Potts,"6' 2""",247 lbs.,"75""",Orthodox,"Feb 23, 1978",0.37,5.92,0.22,0.75,0.16
2.88,0.0,0.6,0,Devin Powell,"6' 0""",155 lbs.,"73""",Orthodox,"Mar 01, 1988",0.41,3.67,0.51,0.0,0.0
3.26,0.0,0.0,0,Marcin Prachnio,"6' 3""",205 lbs.,"74""",Orthodox,"Jul 14, 1988",0.48,4.38,0.4,0.0,0.0
1.72,0.22,0.0,4,Wagner Prado,"6' 0""",205 lbs.,"74""",Southpaw,"Dec 30, 1986",0.4,3.06,0.5,0.0,0.0
2.59,0.74,1.0,4,Trevor Prangley,"6' 1""",185 lbs.,"75""",Orthodox,"Aug 24, 1972",0.6,2.02,0.48,3.38,0.55
2.21,0.0,0.0,4,Ricardo Prasel,"6' 7""",238 lbs.,"78""",Orthodox,"Jun 02, 1990",0.57,7.83,0.37,0.0,0.0
2.03,0.57,1.7,1,Carlo Prater,"5' 11""",155 lbs.,"72""",Switch,"Jun 25, 1981",0.47,4.07,0.35,0.43,0.09
2.44,0.5,0.6,4,Michel Prazeres,"5' 6""",170 lbs.,"67""",Orthodox,"Jul 25, 1981",0.47,2.49,0.58,4.11,0.36
3.2,0.4,0.0,0,Kyle Prepolec,"5' 10""",170 lbs.,"70""",Southpaw,"Aug 30, 1989",0.34,4.7,0.54,0.0,0.0
5.33,0.72,0.9,5,Niko Price,"6' 0""",170 lbs.,"76""",Orthodox,"Sep 29, 1989",0.41,5.83,0.49,0.89,0.22
5.67,1.0,0.0,5,Jiri Prochazka,"6' 3""",205 lbs.,"80""",Orthodox,"Oct 14, 1992",0.45,7.05,0.55,0.0,0.0
11.0,0.0,0.0,2,Lara Procopio,"5' 4""",135 lbs.,"67""",Orthodox,"Nov 14, 1995",0.56,11.4,0.51,0.0,0.0
3.39,0.7,1.8,0,Joe Proctor,"5' 10""",155 lbs.,"72""",Orthodox,"Aug 10, 1985",0.36,3.93,0.59,0.0,0.0
1.47,0.83,1.0,4,Cole Province,"5' 9""",145 lbs.,"68""",Orthodox,"Jan 17, 1981",0.44,2.72,0.43,2.4,0.5
4.15,0.61,0.6,0,Lucie Pudilova,"5' 8""",125 lbs.,"67""",Orthodox,"Jun 13, 1994",0.36,4.09,0.52,0.16,0.12
1.95,0.0,1.3,4,Claudio Puelles,"5' 11""",155 lbs.,"72""",Southpaw,"Apr 21, 1996",0.44,3.73,0.5,3.06,0.36
2.12,0.63,0.3,4,Jens Pulver,"5' 7""",145 lbs.,"70""",Southpaw,"Dec 06, 1974",0.37,3.13,0.56,0.22,0.33
1.1,0.0,0.0,4,CM Punk,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 26, 1978",0.23,4.87,0.4,0.87,0.11
2.76,0.0,0.0,4,Joe Pyfer,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 17, 1996",0.48,3.68,0.23,3.45,1.0
2.74,0.7,1.5,4,Mike Pyle,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 18, 1975",0.45,2.84,0.6,1.8,0.35
7.03,0.57,1.8,2,Billy Quarantillo,"5' 10""",145 lbs.,"70""",Orthodox,"Dec 08, 1988",0.64,4.37,0.42,1.28,0.31
4.96,0.6,0.0,5,Nate Quarry,"6' 0""",185 lbs.,"72""",Open Stance,"Mar 18, 1972",0.44,2.8,0.66,0.25,0.33
2.91,0.36,0.0,0,Michel Quinones,"5' 10""",155 lbs.,"73""",Orthodox,"Dec 22, 1984",0.29,5.98,0.48,0.0,0.0
3.6,0.42,0.6,0,Jose Quinonez,"5' 8""",135 lbs.,"69""",Southpaw,"Jul 28, 1990",0.45,3.0,0.64,2.7,0.47
2.55,0.55,0.0,4,Ricky Rainey,"6' 1""",170 lbs.,"77""",Switch,"Jun 29, 1983",0.48,2.62,0.46,0.95,0.18
2.79,1.0,3.2,1,Shavkat Rakhmonov,"6' 1""",170 lbs.,"77""",Orthodox,"Oct 23, 1994",0.52,1.93,0.5,0.0,0.0
4.66,0.89,0.2,5,Aleksandar Rakic,"6' 4""",205 lbs.,"78""",Orthodox,"Feb 06, 1992",0.54,1.99,0.53,0.93,0.28
3.0,0.71,0.7,0,Ricardo Ramos,"5' 9""",145 lbs.,"72""",Orthodox,"Aug 01, 1995",0.39,3.28,0.58,1.99,0.56
2.64,0.83,0.6,4,Davi Ramos,"5' 6""",155 lbs.,"70""",Orthodox,"Nov 05, 1986",0.37,3.44,0.56,1.95,0.4
2.71,0.53,0.0,4,Ed Ratcliff,"5' 10""",155 lbs.,"71""",Orthodox,"Mar 05, 1983",0.38,2.96,0.63,0.28,0.16
4.48,0.68,0.4,5,Bec Rawlings,"5' 6""",125 lbs.,"64""",Orthodox,"Feb 11, 1989",0.42,5.66,0.57,0.71,0.4
3.73,0.55,0.6,0,Stevie Ray,"5' 10""",155 lbs.,"70""",Southpaw,"Mar 25, 1990",0.44,2.93,0.54,0.75,0.46
4.54,0.42,0.0,5,Abdul Razak Alhassan,"5' 10""",170 lbs.,"73""",Orthodox,"Aug 11, 1985",0.48,5.11,0.53,0.72,0.28
2.19,0.75,0.5,4,Rafael Rebello,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 16, 1980",0.32,3.29,0.58,2.82,0.33
2.61,0.0,0.0,4,Greg Rebello,"6' 0""",240 lbs.,"73""",Southpaw,"Jun 13, 1982",0.39,2.92,0.58,0.0,0.0
2.04,0.53,0.0,4,Karl Reed,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 27, 1988",0.44,3.84,0.38,1.06,0.22
1.41,0.0,0.0,4,Stephen Regman,"5' 11""",185 lbs.,"76""",Orthodox,"Aug 05, 1991",0.6,4.93,0.23,3.52,1.0
1.83,0.47,0.6,4,Wilson Reis,"5' 4""",125 lbs.,"65""",Southpaw,"Jan 06, 1985",0.29,3.04,0.55,5.15,0.42
1.69,0.33,1.1,4,Goran Reljic,"6' 3""",205 lbs.,"81""",Southpaw,"Mar 20, 1984",0.37,2.69,0.59,1.69,0.5
1.1,0.16,0.3,4,Chance Rencountre,"6' 2""",170 lbs.,"75""",Southpaw,"Dec 31, 1986",0.2,3.62,0.49,1.35,0.26
3.42,0.51,0.9,0,Marion Reneau,"5' 6""",135 lbs.,"68""",Orthodox,"Jun 20, 1977",0.41,3.37,0.6,0.52,0.71
6.0,0.46,0.0,5,Marco Polo Reyes,"5' 11""",155 lbs.,"71""",Orthodox,"Nov 07, 1984",0.37,5.52,0.59,0.0,0.0
4.53,0.82,0.2,5,Dominick Reyes,"6' 4""",205 lbs.,"77""",Southpaw,"Dec 26, 1989",0.48,3.16,0.49,0.2,0.16
4.56,0.0,0.0,5,Alex Reyes,"5' 11""",170 lbs.,"73""",Orthodox,"Oct 02, 1986",0.46,8.35,0.38,0.0,0.0
5.8,1.0,0.0,5,Victor Reyna,"5' 11""",170 lbs.,"74""",Southpaw,"Aug 05, 1986",0.63,4.75,0.42,0.0,0.0
3.2,0.75,0.5,0,Mike Rhodes,"6' 1""",170 lbs.,"74""",Orthodox,"Dec 04, 1989",0.39,4.13,0.64,0.96,0.33
4.71,0.85,1.9,5,Amanda Ribas,"5' 3""",125 lbs.,"66""",Orthodox,"Aug 26, 1993",0.45,1.67,0.73,2.28,0.54
